Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Acer,Notebook,11.6,Intel Pentium Quad Core N3710 1.6GHz,4,Intel HD Graphics 405,1.4,25840.8,0,0,0,0,1366,768,0,0,1,128.0,,,,1.6,Intel,Intel,windows
HP,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.48,68837.76,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,4,Nvidia GeForce 920MX,2.79,31381.92,0,0,0,0,1600,900,1,0,0,,1.0,,,2.5,Intel,Nvidia,windows
Asus,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.0,58288.32,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.1,48058.56,1,1,0,0,1366,768,1,0,0,,1.0,,,1.8,Intel,Intel,windows
Acer,Notebook,15.6,AMD A12-Series 9720P 2.7GHz,8,AMD Radeon RX 540,2.2,35111.52,0,0,0,0,1366,768,0,1,0,,,,256.0,2.7,AMD,AMD,windows
Lenovo,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.44,15557.76,0,0,0,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,6,Intel HD Graphics 620,2.23,29250.72,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Asus,Ultrabook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,1.7,55938.672,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
HP,Ultrabook,12.5,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.26,71128.8,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,32,Nvidia GeForce GTX 1050,2.06,140605.91999999998,0,0,1,0,3840,2160,0,1,0,,,,,2.8,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.7,63882.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,50243.04,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Notebook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,2.0,71075.52,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.7,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.85,23922.72,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,Intel,windows
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.5,53226.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.48,67559.04,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
Dell,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,1.9,55890.72,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,1.6,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.84,60952.32,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.0,14651.4672,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,linux
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 940MX,2.0,60885.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics,2.2,14646.672,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,linux
Lenovo,Notebook,15.6,AMD A12-Series 9720P 3.6GHz,12,AMD Radeon 530,2.2,47898.72,1,0,0,0,1920,1080,1,0,0,,2.0,,,3.6,AMD,AMD,windows
HP,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,Nvidia GeForce 930MX ,2.1,38148.48,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.4,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.4,111834.72,0,1,1,0,3840,2160,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.2,84129.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.4,60153.12,1,1,0,0,1920,1080,1,1,0,,2.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2,Intel HD Graphics 400,1.44,14865.12,0,0,0,0,1366,768,0,0,1,32.0,,,,1.6,Intel,Intel,windows
Dell,Ultrabook,15.6,Intel Core i7 8650U 1.9GHz,16,Intel UHD Graphics 620,1.88,85672.1088,1,0,0,0,1920,1080,0,1,0,,,,512.0,1.9,Intel,Intel,windows
Asus,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.5,19980.0,0,0,1,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Dell,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,1.9,35324.64,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,AMD,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.06,108020.9376,0,0,1,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.84,69477.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.7,75071.52,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
HP,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,2.6,92615.0256,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,16,Nvidia GeForce 930M,2.4,74751.84,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.02,51729.55199999999,1,0,0,0,1920,1080,1,1,0,,2.0,,128.0,1.8,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.2,17155.627200000003,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,freedos/other
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.65,53226.72,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.36,29696.6736,0,0,1,0,1366,768,1,0,0,,2.0,,,2.5,Intel,Intel,windows
Dell,Notebook,14.0,Intel Core i5 7300U 2.6GHz,8,Intel HD Graphics 620,1.36,76030.56,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.6,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.86,23389.92,0,0,0,0,1366,768,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Asus,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,50349.6,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6,Nvidia GeForce GTX 940MX,2.8,38308.32,0,0,0,0,1600,900,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.86,34045.92,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,8,Nvidia GeForce 920MX ,2.2,26586.72,0,0,0,0,1366,768,0,1,0,,,,256.0,2.0,Intel,Nvidia,freedos/other
HP,Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,8,Intel HD Graphics 405,2.04,20725.92,0,0,0,0,1366,768,1,0,0,,2.0,,,1.6,Intel,Intel,windows
Dell,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 530,2.8,57808.8,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.6,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.4,43103.52,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,Nvidia,freedos/other
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,2.33,47898.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,windows
HP,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.36,93240.0,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Asus,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12,Nvidia GeForce GT 940MX,2.26,58554.72,1,0,1,0,1920,1080,1,1,0,,2.0,,512.0,2.7,Intel,Nvidia,windows
Acer,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5,2.1,22697.28,0,0,0,0,1366,768,0,1,0,,,,128.0,3.0,AMD,AMD,windows
Asus,Gaming,17.3,AMD Ryzen 1700 3GHz,16,AMD Radeon RX 580,3.25,117162.72,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,3.0,AMD,AMD,windows
Lenovo,Notebook,17.3,AMD A8-Series 7410 2.2GHz,4,AMD Radeon R5,2.6,26053.92,0,0,0,0,1600,900,0,1,0,,,,128.0,2.2,AMD,AMD,windows
Dell,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.62,46300.85279999999,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
HP,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5,1.91,26053.3872,1,0,0,0,1920,1080,0,1,0,,,,256.0,3.0,AMD,AMD,windows
Lenovo,Netbook,11.6,Intel Celeron Quad Core N3450 1.1GHz,4,Intel HD Graphics 500,1.59,29463.84,0,1,0,0,1366,768,0,1,0,,,,128.0,1.1,Intel,Intel,windows
Dell,Notebook,15.6,Intel Celeron Dual Core N3060 1.60GHz,4,Intel HD Graphics 400,1.8,16463.52,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Asus,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.5,15238.08,0,0,0,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.4,45074.88,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,linux
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.35,63456.48,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.85,21498.48,1,0,0,0,1920,1080,0,1,0,,,,128.0,2.0,Intel,Intel,freedos/other
Asus,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1060,2.3,88178.4,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 940MX,1.5,58554.72,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Ultrabook,13.3,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.1,93181.392,1,0,1,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.13,121584.96,0,1,0,0,2560,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Lenovo,Notebook,13.3,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.5,29250.72,1,1,0,0,1920,1080,0,1,0,,,,128.0,2.4,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i5 6440HQ 2.6GHz,8,AMD FirePro W5130M,2.23,72940.31999999999,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.6,Intel,AMD,windows
Dell,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,8,Nvidia Quadro M1200,2.0,113752.8,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.42,133679.52,0,0,1,0,2560,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,3.0,55357.92,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,3.0,84768.48,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i5 8250U 1.6GHz,12,Nvidia GeForce MX130,2.2,36975.7872,0,1,0,0,1366,768,1,0,0,,1.0,,,1.6,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.7,71874.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD Radeon R7 M445,2.33,41498.1936,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,linux
HP,Ultrabook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon 520,1.91,26586.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,3.0,AMD,AMD,windows
Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon RX 550,2.1,65510.9568,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.9,49976.64,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,1.78,144495.36,0,0,1,0,3840,2160,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.13,139860.0,0,1,0,0,2560,1440,0,1,0,,,,,2.7,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.2,16303.68,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.9,81465.12,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon RX 550,2.1,60978.96,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,1.6,Intel,AMD,windows
Acer,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.5,46833.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,linux
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.8,119826.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Asus,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.1,99793.44,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Toshiba,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,16,Intel HD Graphics 520,1.2,93080.16,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.5,Intel,Intel,windows
Dell,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics,1.36,89510.4,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.2,21791.52,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.0,Intel,Intel,windows
Lenovo,Notebook,11.6,Intel Celeron Dual Core N3350 1.1GHz,2,Intel HD Graphics 500,1.15,16221.096,0,0,0,0,1366,768,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Lenovo,Workstation,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia Quadro M1200,2.67,102564.0,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Ultrabook,14.0,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GT 940MX,1.7,103523.04,1,1,0,0,2560,1440,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,AMD Radeon 520,2.1,24988.32,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.0,Intel,AMD,windows
Acer,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.6,42038.4528,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Asus,2 in 1 Convertible,13.3,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.27,49443.84,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,AMD Radeon R5 M430,2.3,31909.392,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,AMD,linux
Dell,Notebook,13.3,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,1.65,36709.92,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
HP,Ultrabook,14.0,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.43,79920.0,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.14,28768.536,0,0,0,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Lenovo,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8,AMD Radeon RX 550,1.75,64755.44640000001,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Lenovo,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.0,101178.72,0,1,1,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Chuwi,Notebook,12.3,Intel Celeron Quad Core N3450 1.1GHz,6,Intel HD Graphics 500,1.4,23922.72,0,1,0,1,2736,1824,0,0,1,64.0,,,,1.1,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,8,Intel HD Graphics 630,2.31,76030.56,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.9,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,Nvidia GeForce 940MX,2.3,31808.16,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.4,Intel,Nvidia,linux
Dell,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1070,4.42,149130.72,0,1,0,0,2560,1440,1,1,0,,1.0,,256.0,2.9,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050 Ti,2.62,61751.52,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.02,60867.072,1,0,0,0,1920,1080,1,1,0,,2.0,,256.0,1.8,Intel,AMD,windows
Dell,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8,Intel HD Graphics 620,1.6,58554.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Intel,linux
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12,Nvidia GeForce GTX 1070,3.35,106506.72,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Mediacom,2 in 1 Convertible,11.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.16,15930.72,1,1,1,0,1920,1080,0,1,0,,,,32.0,1.1,Intel,Intel,windows
Samsung,Netbook,11.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,1.15,14332.32,0,0,0,0,1366,768,0,0,1,16.0,,,,1.6,Intel,Intel,freedos/other
Lenovo,Notebook,13.3,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.4,53812.8,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i3 7130U 2.7GHz,4,Intel HD Graphics 620,1.7,31914.72,1,1,0,0,1920,1080,0,1,0,,,,128.0,2.7,Intel,Intel,windows
Lenovo,Workstation,15.6,Intel Core i7 7600U 2.8GHz,16,Nvidia GeForce 940MX,2.3,130269.6,0,1,0,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i7 7820HQ 2.9GHz,16,Nvidia Quadro M2200M,2.5,130482.72,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.9,Intel,Nvidia,windows
Asus,Gaming,17.3,AMD Ryzen 1600 3.2GHz,8,AMD Radeon RX 580,3.2,90309.6,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,3.2,AMD,AMD,windows
HP,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4,Intel HD Graphics 400,2.1,18488.16,0,0,0,0,1366,768,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Google,Ultrabook,12.3,Intel Core i7 7Y75 1.3GHz,16,Intel HD Graphics 615,1.1,117162.72,0,0,1,0,2400,1600,0,1,0,,,,512.0,1.3,Intel,Intel,freedos/other
Lenovo,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,24,Intel HD Graphics 620,1.32,126912.96,0,0,0,0,2560,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.0,29783.52,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,linux
Lenovo,Notebook,17.3,AMD A6-Series 9220 2.5GHz,8,AMD Radeon R4,2.8,27652.32,0,0,0,0,1600,900,1,0,0,,1.0,,,2.5,AMD,AMD,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,AMD Radeon 530,2.2,39906.72,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,Ultrabook,12.5,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.36,76137.12,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.2,18594.72,1,0,0,0,1920,1080,0,1,0,,,,128.0,1.1,Intel,Intel,windows
HP,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.2,58554.72,1,1,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Dell,Notebook,14.0,Intel Core i5 7440HQ 2.8GHz,8,Nvidia GeForce 930MX,1.64,62817.12,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.4,23539.104,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Intel,linux
Dell,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,8,Nvidia Quadro M620,2.23,106187.04,1,0,0,0,1920,1080,1,0,1,64.0,1.0,,,3.0,Intel,Nvidia,windows
MSI,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.2,54757.9872,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Microsoft,Ultrabook,13.5,Intel Core i7 7660U 2.5GHz,16,Intel Iris Plus Graphics 640,1.25,137941.91999999998,0,0,1,0,2256,1504,0,1,0,,,,512.0,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.91,31381.92,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,Intel,Intel,windows
Dell,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,16,Nvidia Quadro M620,2.17,105228.0,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
HP,Workstation,15.6,Intel Core i7 7820HQ 2.9GHz,8,Intel HD Graphics 620,2.31,81731.52,1,1,0,0,1920,1080,0,1,0,,,,512.0,2.9,Intel,Intel,windows
Lenovo,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.65,71661.59999999999,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.36,52161.12,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,AMD,windows
