Company,TypeName,Ram,Weight,Price,Touchscreen,IPS,ppi,Cpu Brand,SSD,HDD,Gpu Brand,OS
Lenovo,Notebook,4,2.2,23656,0,0,141.21199808219862,Intel Core i3,256,0,Intel,Others/No OS/Linux
HP,Notebook,4,2.1,38468,0,1,141.21199808219862,Intel Core i5,0,500,Intel,Windows
Dell,Notebook,4,2.18,35005,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Dell,Notebook,8,2.24,30103,0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
Dell,2 in 1 Convertible,8,2.67,42571,1,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Asus,2 in 1 Convertible,8,1.1,79867,1,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,4,2.2,24882,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Others/No OS/Linux
HP,Notebook,8,2.5,54239,0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Notebook,8,2.05,46886,0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Apple,Ultrabook,8,1.37,104370,0,1,226.98300468106115,Intel Core i5,512,0,Intel,Mac
Asus,Gaming,16,3.2,82531,0,0,127.33567457123111,AMD Processor,256,1024,AMD,Windows
Dell,Notebook,8,2.14,39165,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Others/No OS/Linux
Lenovo,2 in 1 Convertible,16,1.36,133147,1,0,209.8006828649808,Intel Core i7,512,0,Intel,Windows
Toshiba,Notebook,8,2.2,43263,0,0,100.45466986113651,Intel Core i7,0,500,Nvidia,Windows
Dell,Notebook,12,2.3,37992,0,0,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
Dell,Notebook,8,2.8,58555,0,0,127.33567457123111,Intel Core i7,128,1024,AMD,Others/No OS/Linux
Acer,Notebook,8,2.2,39694,0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Notebook,4,2.8,26054,0,0,106.11306214269258,Intel Core i3,0,1024,Intel,Windows
Lenovo,Notebook,8,2.8,45235,0,0,127.33567457123111,Intel Core i7,0,2048,Nvidia,Others/No OS/Linux
Lenovo,Notebook,6,2.8,45768,0,0,106.11306214269258,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,4,2.25,22804,0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Others/No OS/Linux
Lenovo,Gaming,8,2.5,44169,0,1,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Lenovo,Notebook,6,2.2,30849,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Acer,Notebook,8,3.0,50669,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Acer,Notebook,12,2.15,35112,1,1,141.21199808219862,Intel Core i7,0,1024,Intel,Windows
Lenovo,Notebook,8,1.95,58448,0,1,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Asus,Ultrabook,8,1.7,52055,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Lenovo,Gaming,16,2.5,62817,0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Notebook,8,2.2,35112,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
Acer,Notebook,2,2.19,10603,0,0,100.45466986113651,Other Intel Processor,16,0,Intel,Others/No OS/Linux
Asus,Gaming,8,3.0,63243,0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
HP,Notebook,8,2.54,26054,0,0,106.11306214269258,Intel Core i3,0,1024,Intel,Windows
Dell,Notebook,8,2.0,97449,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Notebook,8,2.05,39374,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Lenovo,Gaming,8,3.2,69211,0,1,141.21199808219862,Intel Core i7,0,1024,Nvidia,Windows
Acer,Notebook,8,2.5,52161,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Others/No OS/Linux
Dell,Workstation,16,3.42,153705,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Notebook,6,2.4,26587,0,0,141.21199808219862,AMD Processor,0,1024,AMD,Windows
Asus,Ultrabook,16,1.63,78215,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Asus,Notebook,4,1.3,27120,0,0,111.93520355955211,Intel Core i3,128,0,Intel,Windows
Asus,Gaming,16,2.9,113060,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Notebook,6,2.8,34579,0,0,106.11306214269258,Intel Core i5,0,1024,Nvidia,Windows
Lenovo,Notebook,8,2.2,29251,0,0,100.45466986113651,Intel Core i5,0,2048,Nvidia,Others/No OS/Linux
Asus,Gaming,8,2.5,67399,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Lenovo,Notebook,4,2.2,19180,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
HP,2 in 1 Convertible,16,1.28,105228,1,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Toshiba,Notebook,8,2.2,55571,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Notebook,8,2.3,43636,0,0,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
HP,Notebook,4,1.86,24988,0,0,141.21199808219862,Intel Core i3,0,1024,Intel,Windows
Lenovo,Notebook,8,1.1,53227,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Ultrabook,16,1.21,133147,1,1,331.2642361026012,Intel Core i7,1024,0,Intel,Windows
MSI,Gaming,16,2.8,111835,0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
Acer,Notebook,8,2.23,24988,0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
Asus,2 in 1 Convertible,2,1.1,14652,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Notebook,8,2.33,44968,0,0,141.21199808219862,Intel Core i5,128,1024,AMD,Windows
HP,2 in 1 Convertible,16,1.29,130483,1,1,331.2642361026012,Intel Core i7,1024,0,Intel,Windows
Lenovo,Notebook,4,1.45,24503,0,0,117.82653006268643,Other Intel Processor,0,0,Intel,Others/No OS/Linux
HP,Notebook,8,1.95,52214,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Acer,Notebook,4,1.4,25841,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.48,68838,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,4,2.79,31382,0,0,106.11306214269258,Intel Core i5,0,1024,Nvidia,Windows
Asus,Notebook,8,2.0,58288,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
HP,Notebook,8,2.1,48059,0,1,100.45466986113651,Intel Core i7,0,1024,Intel,Windows
Acer,Notebook,8,2.2,35112,0,0,100.45466986113651,AMD Processor,256,0,AMD,Windows
Lenovo,Notebook,4,1.44,15558,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,6,2.23,29251,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Asus,Ultrabook,8,1.7,55939,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
HP,Ultrabook,8,1.26,71129,0,0,176.23257360658386,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,32,2.06,140606,1,0,282.42399616439724,Intel Core i7,1024,0,Nvidia,Windows
MSI,Gaming,8,2.7,63883,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Toshiba,Notebook,8,2.0,50243,0,1,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,8,2.0,71076,0,0,157.3505121487356,Intel Core i7,256,1024,Intel,Windows
Lenovo,Notebook,4,1.85,23923,0,0,141.21199808219862,Intel Core i3,0,1024,Intel,Windows
Asus,Gaming,8,2.5,53227,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
HP,Notebook,8,1.48,67559,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Ultrabook,8,1.9,55891,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Windows
HP,Notebook,8,1.84,60952,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,4,2.0,14651,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
Dell,Notebook,8,2.0,60886,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Dell,Notebook,4,2.2,14647,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Others/No OS/Linux
Lenovo,Notebook,12,2.2,47899,0,0,141.21199808219862,AMD Processor,0,2048,AMD,Windows
HP,Notebook,8,2.1,38148,0,1,141.21199808219862,Intel Core i3,0,1024,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.4,111835,1,1,316.96506044349616,Intel Core i7,512,0,Intel,Windows
Dell,Ultrabook,8,1.2,84129,0,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Lenovo,Gaming,16,2.4,60153,0,1,141.21199808219862,Intel Core i7,256,2048,Nvidia,Windows
HP,Notebook,2,1.44,14865,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,16,1.88,85672,0,0,141.21199808219862,Intel Core i7,512,0,Intel,Windows
Asus,2 in 1 Convertible,4,1.5,19980,1,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Dell,Ultrabook,8,1.9,35325,0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
Dell,Notebook,16,2.06,108021,1,0,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
HP,Notebook,8,1.84,69477,0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
MSI,Gaming,8,2.7,75072,0,0,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
HP,Workstation,8,2.6,92615,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Toshiba,Notebook,16,2.4,74752,0,1,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Dell,Notebook,8,2.02,51730,0,0,141.21199808219862,Intel Core i7,128,2048,AMD,Windows
Lenovo,Notebook,4,2.2,17156,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Others/No OS/Linux
Dell,Gaming,8,2.65,53227,0,0,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
Dell,Notebook,8,2.36,29697,1,0,100.45466986113651,Intel Core i5,0,2048,Intel,Windows
Dell,Notebook,8,1.36,76031,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
HP,Notebook,4,1.86,23390,0,0,100.45466986113651,Intel Core i3,0,500,Intel,Windows
Asus,Notebook,8,2.0,50350,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,6,2.8,38308,0,0,106.11306214269258,Intel Core i5,128,1024,Nvidia,Windows
HP,Notebook,8,1.86,34046,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,8,2.2,26587,0,0,100.45466986113651,Intel Core i3,256,0,Nvidia,Others/No OS/Linux
HP,Notebook,8,2.04,20726,0,0,100.45466986113651,Other Intel Processor,0,2048,Intel,Windows
Dell,Notebook,8,2.8,57809,0,0,127.33567457123111,Intel Core i5,128,1024,AMD,Windows
Lenovo,Gaming,8,2.4,43104,0,1,141.21199808219862,Intel Core i5,128,1024,Nvidia,Others/No OS/Linux
Dell,Notebook,8,2.33,47899,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Windows
HP,Ultrabook,8,1.36,93240,0,1,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Asus,2 in 1 Convertible,12,2.26,58555,1,0,141.21199808219862,Intel Core i7,512,2048,Nvidia,Windows
Acer,Notebook,4,2.1,22697,0,0,100.45466986113651,AMD Processor,128,0,AMD,Windows
Asus,Gaming,16,3.25,117163,0,1,127.33567457123111,AMD Processor,256,1024,AMD,Windows
Lenovo,Notebook,4,2.6,26054,0,0,106.11306214269258,AMD Processor,128,0,AMD,Windows
Dell,2 in 1 Convertible,8,1.62,46301,1,0,165.6321180513006,Intel Core i7,256,0,Intel,Windows
HP,Notebook,4,1.91,26053,0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
Lenovo,Netbook,4,1.59,29464,0,1,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
Dell,Notebook,4,1.8,16464,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
Asus,Notebook,4,1.5,15238,0,0,111.93520355955211,Other Intel Processor,0,0,Intel,Windows
Acer,Notebook,8,2.4,45075,0,0,141.21199808219862,Intel Core i7,0,1024,Nvidia,Others/No OS/Linux
HP,Gaming,8,3.35,63456,0,1,127.33567457123111,Intel Core i7,128,1024,Nvidia,Windows
Lenovo,Notebook,4,1.85,21498,0,0,141.21199808219862,Intel Core i3,128,0,Intel,Others/No OS/Linux
Asus,Gaming,8,2.3,88178,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Lenovo,Notebook,8,1.5,58555,0,1,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
Asus,Ultrabook,16,1.1,93181,1,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Lenovo,Ultrabook,8,1.13,121585,0,1,209.8006828649808,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,4,1.5,29251,0,1,165.6321180513006,Intel Core i3,128,0,Intel,Windows
Dell,Workstation,8,2.23,72940,0,0,141.21199808219862,Intel Core i5,0,500,AMD,Windows
Dell,Workstation,8,2.0,113753,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Lenovo,2 in 1 Convertible,16,1.42,133680,1,0,209.8006828649808,Intel Core i7,512,0,Intel,Windows
Asus,Gaming,8,3.0,55358,0,0,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Asus,Gaming,16,3.0,84768,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Acer,Notebook,12,2.2,36976,0,1,100.45466986113651,Intel Core i5,0,1024,Nvidia,Windows
MSI,Gaming,8,2.7,71875,0,0,127.33567457123111,Intel Core i7,256,0,Nvidia,Windows
Dell,Notebook,8,2.33,41498,0,0,141.21199808219862,Intel Core i7,256,0,AMD,Others/No OS/Linux
HP,Ultrabook,4,1.91,26587,0,0,141.21199808219862,AMD Processor,256,0,AMD,Windows
Lenovo,Notebook,8,2.1,65511,0,1,141.21199808219862,Intel Core i7,256,0,AMD,Windows
Lenovo,Notebook,8,1.9,49977,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Workstation,8,1.78,144495,1,0,282.42399616439724,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Ultrabook,16,1.13,139860,0,1,209.8006828649808,Intel Core i7,1024,0,Intel,Windows
Lenovo,Notebook,4,2.2,16304,0,0,100.45466986113651,Other Intel Processor,0,1024,Intel,Windows
Asus,Gaming,16,2.9,81465,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Notebook,8,2.1,60979,0,1,141.21199808219862,Intel Core i5,256,1024,AMD,Windows
Acer,Notebook,8,2.5,46833,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Others/No OS/Linux
MSI,Gaming,16,2.8,119827,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Asus,Ultrabook,8,1.1,99793,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Toshiba,Ultrabook,16,1.2,93080,0,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Dell,Ultrabook,8,1.36,89510,0,0,157.3505121487356,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,4,2.2,21792,0,0,141.21199808219862,Intel Core i3,0,500,Intel,Windows
Lenovo,Notebook,2,1.15,16221,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
Lenovo,Workstation,8,2.67,102564,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Ultrabook,8,1.7,103523,0,1,209.8006828649808,Intel Core i7,512,0,Nvidia,Windows
HP,Notebook,4,2.1,24988,0,0,141.21199808219862,Intel Core i3,0,1024,AMD,Windows
Acer,2 in 1 Convertible,8,1.6,42038,1,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Asus,2 in 1 Convertible,8,1.27,49444,1,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,4,2.3,31909,0,0,141.21199808219862,Intel Core i5,256,0,AMD,Others/No OS/Linux
Dell,Notebook,4,1.65,36710,0,0,117.82653006268643,Intel Core i3,128,0,Intel,Windows
HP,Ultrabook,8,1.43,79920,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Windows
Dell,Notebook,8,2.14,28769,0,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Lenovo,Ultrabook,8,1.75,64755,0,1,157.3505121487356,Intel Core i7,256,0,AMD,Windows
Lenovo,2 in 1 Convertible,16,2.0,101179,1,1,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
Chuwi,Notebook,6,1.4,23923,0,1,267.3384360344031,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,2.31,76031,0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
Asus,Notebook,8,2.3,31808,0,0,141.21199808219862,Intel Core i3,0,1024,Nvidia,Others/No OS/Linux
Dell,Gaming,16,4.42,149131,0,1,169.78089942830815,Intel Core i7,256,1024,Nvidia,Windows
Dell,Gaming,8,2.62,61752,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,2.02,60867,0,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
Dell,Ultrabook,8,1.6,58555,0,0,157.3505121487356,Intel Core i7,256,0,Intel,Others/No OS/Linux
HP,Gaming,12,3.35,106507,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Mediacom,2 in 1 Convertible,4,1.16,15931,1,1,189.90579052433606,Other Intel Processor,32,0,Intel,Windows
Samsung,Netbook,4,1.15,14332,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.4,53813,0,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
Lenovo,Notebook,4,1.7,31915,0,1,157.3505121487356,Intel Core i3,128,0,Intel,Windows
Lenovo,Workstation,16,2.3,130270,0,1,282.42399616439724,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Notebook,16,2.5,130483,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Asus,Gaming,8,3.2,90310,0,0,127.33567457123111,AMD Processor,256,1024,AMD,Windows
HP,Notebook,4,2.1,18488,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
Google,Ultrabook,16,1.1,117163,1,0,234.50740003017813,Intel Core i7,512,0,Intel,Others/No OS/Linux
Lenovo,Ultrabook,24,1.32,126913,0,0,209.8006828649808,Intel Core i7,512,0,Intel,Windows
Asus,Notebook,4,2.0,29784,0,0,141.21199808219862,Intel Core i5,256,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,2.8,27652,0,0,106.11306214269258,AMD Processor,0,1024,AMD,Windows
Dell,Notebook,4,2.2,39907,0,0,141.21199808219862,Intel Core i5,256,0,AMD,Windows
Lenovo,Ultrabook,8,1.36,76137,0,1,176.23257360658386,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.2,18595,0,0,141.21199808219862,Other Intel Processor,128,0,Intel,Windows
HP,Gaming,8,2.2,58555,0,1,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Dell,Notebook,8,1.64,62817,0,0,157.3505121487356,Intel Core i5,256,0,Nvidia,Windows
Acer,Notebook,4,2.4,23539,0,0,100.45466986113651,Intel Core i5,0,500,Intel,Others/No OS/Linux
Dell,Workstation,8,2.23,106187,0,0,141.21199808219862,Other Intel Processor,0,1024,Nvidia,Windows
MSI,Gaming,8,2.2,54758,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Microsoft,Ultrabook,16,1.25,137942,1,0,200.84255993695703,Intel Core i7,512,0,Intel,Windows
HP,Notebook,8,1.91,31382,0,0,100.45466986113651,Intel Core i5,128,0,Intel,Windows
Dell,Workstation,16,2.17,105228,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
HP,Workstation,8,2.31,81732,0,1,141.21199808219862,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,8,1.65,71662,0,0,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,8,2.36,52161,0,0,141.21199808219862,Intel Core i7,128,1024,AMD,Windows
Dell,2 in 1 Convertible,4,1.47,25521,1,0,135.0942111925629,Other Intel Processor,0,500,Intel,Windows
Dell,Notebook,8,4.42,109011,0,1,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Microsoft,Ultrabook,4,1.252,52694,1,0,200.84255993695703,Other Intel Processor,128,0,Intel,Windows
Microsoft,Ultrabook,8,1.25,95851,1,0,200.84255993695703,Intel Core i7,256,0,Intel,Windows
HP,Notebook,8,2.5,34094,0,0,106.11306214269258,Intel Core i3,256,0,Intel,Windows
Acer,Notebook,4,2.23,28984,0,0,141.21199808219862,Intel Core i3,0,1024,Nvidia,Windows
Acer,Netbook,4,1.4,23177,0,0,135.0942111925629,Other Intel Processor,128,0,Intel,Windows
Asus,Notebook,8,2.37,39907,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Lenovo,Notebook,8,1.5,42571,0,1,157.3505121487356,Intel Core i7,512,0,AMD,Others/No OS/Linux
Lenovo,Notebook,8,2.67,111355,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Asus,Notebook,4,2.0,16197,0,0,100.45466986113651,Other Intel Processor,0,500,Intel,Windows
Acer,Notebook,4,2.2,24988,0,0,100.45466986113651,Intel Core i3,0,500,Nvidia,Windows
Dell,Notebook,8,2.02,40440,0,0,141.21199808219862,Intel Core i5,0,2048,AMD,Windows
HP,Gaming,12,3.78,90523,0,1,127.33567457123111,Intel Core i7,0,1024,Nvidia,Windows
Lenovo,Ultrabook,12,1.4,98994,0,1,209.8006828649808,Intel Core i7,256,0,Intel,Windows
HP,2 in 1 Convertible,8,1.29,106507,1,1,331.2642361026012,Intel Core i7,512,0,Intel,Windows
HP,Notebook,8,1.9,61485,0,0,141.21199808219862,Intel Core i5,0,500,AMD,Windows
Google,Ultrabook,8,1.1,67932,1,0,234.50740003017813,Intel Core i5,128,0,Intel,Others/No OS/Linux
Dell,Ultrabook,8,1.42,98134,1,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,12,2.06,69211,0,1,282.42399616439724,Intel Core i7,128,1024,Intel,Windows
Dell,Notebook,8,1.79,39427,0,0,111.93520355955211,Intel Core i3,128,0,Intel,Windows
Dell,Workstation,8,1.78,128298,0,0,141.21199808219862,Intel Core i7,256,0,Nvidia,Windows
Lenovo,Notebook,8,1.7,72674,0,0,157.3505121487356,Intel Core i5,180,0,Intel,Windows
Dell,Notebook,8,2.2,35964,0,0,141.21199808219862,Intel Core i5,0,1024,AMD,Windows
Toshiba,Notebook,8,1.05,89084,0,1,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Dell,Notebook,8,2.16,67239,0,1,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Dell,Notebook,4,2.18,31254,0,0,100.45466986113651,Intel Core i3,0,1024,Intel,Windows
HP,Notebook,4,1.49,38681,0,1,165.6321180513006,Intel Core i5,128,0,Intel,Windows
Chuwi,Notebook,4,1.89,13261,0,0,141.21199808219862,Other Intel Processor,0,0,Intel,Windows
Lenovo,Notebook,4,2.3,30103,0,0,100.45466986113651,Intel Core i3,128,0,Intel,Windows
Lenovo,Notebook,8,1.75,55891,0,1,157.3505121487356,Intel Core i5,256,0,Intel,Windows
Dell,Workstation,16,2.17,124569,0,1,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Dell,Notebook,16,2.06,101179,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
Lenovo,Ultrabook,16,1.36,95797,0,1,176.23257360658386,Intel Core i7,512,0,Intel,Windows
Asus,Ultrabook,16,0.91,103896,0,0,176.23257360658386,Intel Core i7,512,0,Intel,Windows
Lenovo,Notebook,8,2.3,53919,0,1,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Toshiba,Ultrabook,32,1.05,149131,1,0,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Asus,Gaming,8,1.99,71928,0,0,141.21199808219862,Intel Core i7,128,1024,Nvidia,Windows
Acer,Notebook,8,2.2,30849,0,0,100.45466986113651,AMD Processor,0,1024,AMD,Windows
Asus,Gaming,24,4.33,67612,1,1,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Ultrabook,8,1.3,58555,0,1,125.36742798669837,Intel Core i5,180,0,Intel,Windows
Lenovo,Notebook,8,2.17,47893,0,0,141.21199808219862,Intel Core i7,256,0,Intel,Windows
HP,Notebook,8,1.48,93187,0,0,157.3505121487356,Intel Core i7,1024,0,Intel,Windows
Lenovo,Notebook,8,1.4,50563,0,1,165.6321180513006,Intel Core i3,256,0,Intel,Windows
Lenovo,Notebook,8,2.3,48538,0,1,141.21199808219862,Intel Core i5,256,0,Intel,Windows
Asus,Netbook,4,1.2,18115,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,8,1.91,32980,0,0,100.45466986113651,Intel Core i5,256,0,AMD,Windows
Lenovo,2 in 1 Convertible,8,1.4,85195,1,1,158.48253022174808,Intel Core i5,256,0,Intel,Windows
Lenovo,Notebook,4,2.1,15931,0,0,111.93520355955211,Other Intel Processor,0,500,Intel,Windows
Lenovo,Netbook,4,1.25,14119,0,0,135.0942111925629,Other Intel Processor,16,0,Intel,Others/No OS/Linux
Lenovo,Notebook,8,1.44,50563,0,0,165.6321180513006,Intel Core i5,256,0,Intel,Windows
Asus,Notebook,8,2.0,65215,0,0,141.21199808219862,Intel Core i7,256,1024,Intel,Windows
Acer,Notebook,4,2.2,32661,0,1,141.21199808219862,Intel Core i5,0,1024,Nvidia,Windows
HP,Ultrabook,8,1.34,70489,0,1,165.6321180513006,Intel Core i7,512,0,Intel,Windows
Lenovo,Gaming,8,2.4,61219,0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Others/No OS/Linux
Dell,Ultrabook,8,1.29,47899,1,1,165.6321180513006,Intel Core i5,128,0,Intel,Windows
Acer,Notebook,4,2.2,34046,0,0,141.21199808219862,Intel Core i7,0,500,Nvidia,Windows
Dell,Notebook,8,2.18,44542,0,0,141.21199808219862,Intel Core i5,0,1024,Intel,Windows
Dell,Notebook,16,2.2,64961,0,0,141.21199808219862,Intel Core i7,256,2048,AMD,Windows
Xiaomi,Notebook,16,1.95,74589,0,1,141.21199808219862,Intel Core i7,256,0,Nvidia,Others/No OS/Linux
Asus,Netbook,2,1.1,13054,0,0,135.0942111925629,Other Intel Processor,0,0,Intel,Windows
HP,Notebook,4,2.04,27784,1,0,100.45466986113651,Intel Core i5,0,1024,Intel,Windows
Asus,Gaming,24,2.24,158135,0,0,141.21199808219862,Intel Core i7,512,0,Nvidia,Windows
HP,Notebook,8,2.04,47366,0,0,141.21199808219862,Intel Core i5,256,0,Nvidia,Windows
Asus,Gaming,16,3.0,80133,0,0,127.33567457123111,Intel Core i7,256,1024,Nvidia,Windows
Lenovo,Gaming,8,3.2,74539,0,1,141.21199808219862,Intel Core i7,256,1024,Nvidia,Windows
HP,Ultrabook,8,1.32,74539,0,1,165.6321180513006,Intel Core i7,256,0,Intel,Windows
