Company,TypeName,Inches,Cpu,Ram,Gpu,Weight,Price,IsFullHD,IsIPS,IsTouchscreen,IsRetina,ResolutionWidth,ResolutionHeight,IsHDD,IsSSD,IsFlashStorage,FlashStorage,MemorySizeHDD_TB,MemorySizeHDD_GB,MemorySizeSSD,CpuSpeed,CpuBrand,GpuBrand,OperatingSystem
Acer,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,3.0,34898,1,1,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Lenovo,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8,AMD Radeon RX 550,1.75,59461,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,2.4,46300,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,freedos/other
Toshiba,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.1,32074,0,0,0,0,1366,768,1,0,0,,,500.0,,2.3,Intel,Intel,windows
HP,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4,AMD Radeon R4 Graphics,1.86,19660,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,AMD,AMD,windows
Asus,Ultrabook,14.0,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.25,58554,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
HP,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8,Intel HD Graphics 515,0.97,107305,0,1,1,0,3840,2160,0,1,0,,,,512.0,1.2,Intel,Intel,windows
Asus,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.0,18328,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.1,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,2.9,108105,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,23816,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.56,66560,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.62,47898,1,0,0,0,1920,1080,0,0,0,,,,,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,1.9,26533,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,Intel,Intel,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.8,100699,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Ultrabook,14.0,Intel Core i5 7500U 2.7GHz,4,Intel HD Graphics 620,1.48,57648,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,6,AMD Radeon 520,1.91,32980,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,1.74,33513,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.4,Intel,Intel,windows
Asus,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,Intel HD Graphics 620,1.1,70063,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Dell,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.56,55890,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Toshiba,Notebook,15.6,Intel Core i3 6006U 2.2GHz,4,Intel HD Graphics 520,2.1,23816,0,0,0,0,1366,768,1,0,0,,,500.0,,2.2,Intel,Intel,windows
Asus,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5 M420,2.03,21471,0,0,0,0,1366,768,1,0,0,,1.0,,,3.0,AMD,AMD,windows
Acer,Notebook,17.3,Intel Core i5 8250U 1.6GHz,4,Nvidia GeForce MX150,3.0,42890,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,2.13,38787,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050 Ti,2.5,57489,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,2.1,18541,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,windows
MSI,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.4,95850,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4,Intel HD Graphics 505,2.1,19367,0,0,0,0,1366,768,1,0,0,,1.0,,,1.1,Intel,Intel,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.56,56502,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.8,Intel,Nvidia,windows
Acer,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,3.0,45501,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.49,40173,1,1,0,0,1920,1080,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Huawei,Ultrabook,13.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.05,71874,1,1,0,0,2160,1440,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6,AMD Radeon 520,2.71,37242,1,1,0,0,1920,1080,1,0,0,,2.0,,,2.5,Intel,AMD,windows
Lenovo,Notebook,15.6,AMD A6-Series 9220 2.9GHz,4,AMD Radeon R4 Graphics,2.2,16463,0,0,0,0,1366,768,1,0,0,,,500.0,,2.9,AMD,AMD,freedos/other
Toshiba,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.0,26053,0,0,0,0,1366,768,1,0,0,,,500.0,,2.4,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 930MX,2.5,49177,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,8,Intel HD Graphics 620,2.3,24455,0,0,0,0,1366,768,1,0,0,,1.0,,,2.4,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,23922,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
MSI,Gaming,18.4,Intel Core i7 6920HQ 2.9GHz,32,Nvidia GTX 980 SLI,4.4,149130,1,0,0,0,1920,1080,1,1,0,,1.0,,512.0,2.9,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD R17M-M1-70,1.9,43316,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,Intel,AMD,windows
HP,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.29,79866,0,1,1,0,3840,2160,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,16,AMD Radeon 530,2.02,55890,1,0,0,0,1920,1080,1,1,0,,2.0,,256.0,1.8,Intel,AMD,linux
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.23,74538,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.4,98514,0,1,1,0,3840,2160,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Toshiba,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.0,42251,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,Intel,Intel,windows
Xiaomi,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,1.95,63882,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Nvidia,freedos/other
Dell,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce 150MX,2.77,82530,1,0,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.06,127712,0,0,1,0,3840,2160,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.4,41505,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,freedos/other
Acer,Ultrabook,13.3,Intel Core i5 7Y54 1.2GHz,8,Intel HD Graphics 615,1.12,52693,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.2,Intel,Intel,windows
Dell,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.8,57808,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,AMD,windows
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 7500U 2.7GHz,16,Intel HD Graphics 620,1.42,150462,0,0,1,0,2560,1440,0,1,0,,,,,2.7,Intel,Intel,windows
Vero,Notebook,14.0,Intel Celeron Dual Core N3350 1.1GHz,4,Intel HD Graphics 500,1.3,13852,1,1,0,0,1920,1080,0,0,1,32.0,,,,1.1,Intel,Intel,windows
Xiaomi,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce MX150,1.3,53274,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,freedos/other
Lenovo,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce MX150,2.8,37189,0,0,0,0,1600,900,0,1,0,,,,256.0,1.6,Intel,Nvidia,freedos/other
Dell,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.62,44701,1,1,1,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Intel,windows
HP,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8,Nvidia GeForce 930MX,2.5,48697,1,1,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,Nvidia,windows
Razer,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32,Nvidia GeForce GTX 1080,3.49,324954,0,0,1,0,3840,2160,0,1,0,,,,,2.9,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.49,51095,1,0,0,0,1920,1080,0,1,0,,,,512.0,1.6,Intel,Intel,windows
HP,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,3.35,73473,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX ,2.5,55677,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Nvidia,windows
Dell,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.65,98301,0,1,0,0,3840,2160,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4,Intel HD Graphics 520,2.1,26267,0,0,0,0,1366,768,0,1,0,,,,128.0,2.3,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,2.23,39533,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,3.2,93186,1,1,0,0,1920,1080,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Dell,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,16,Nvidia Quadro M1200,2.8,162770,0,0,0,0,3840,2160,1,1,0,,1.0,,256.0,3.0,Intel,Nvidia,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,2.4,74485,1,0,0,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,freedos/other
Dell,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6,Intel HD Graphics 620,2.3,23389,0,0,1,0,1366,768,1,0,0,,1.0,,,2.4,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.21,103842,0,1,1,0,3840,2160,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.2,77202,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,31808,0,0,0,0,1366,768,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050,2.4,41505,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.8,Intel,Nvidia,linux
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1050,2.9,74964,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,18594,1,0,0,0,1920,1080,1,0,0,,,500.0,,2.0,Intel,Intel,freedos/other
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.2,29250,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,freedos/other
Huawei,Ultrabook,13.0,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.05,79866,1,1,0,0,2160,1440,0,1,0,,,,512.0,2.7,Intel,Intel,windows
Dell,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,1.4,49650,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,windows
Lenovo,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 940MX,2.8,31381,0,0,0,0,1600,900,1,0,0,,1.0,,,2.5,Intel,Nvidia,freedos/other
HP,Notebook,14.0,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX,1.63,54931,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Nvidia,windows
Dell,Ultrabook,14.0,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.6,61218,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Dell,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,16,Intel UHD Graphics 620,1.62,68145,1,0,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,AMD Radeon 520,2.2,36089,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,AMD,linux
Lenovo,2 in 1 Convertible,14.0,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.74,47898,1,1,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Toshiba,Ultrabook,13.3,Intel Core i7 6500U 2.5GHz,8,Intel HD Graphics 520,1.2,72620,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.1,42304,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.6,Intel,Intel,windows
Dell,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,4.42,130873,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Acer,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce 940MX,2.2,44328,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,2.3,45768,1,0,1,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Asus,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce 920MX ,2.0,40972,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Asus,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8,Nvidia GeForce GTX 950M,2.69,47472,1,0,0,0,1920,1080,1,1,0,,,500.0,256.0,2.5,Intel,Nvidia,windows
HP,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8,AMD FirePro W4190M ,1.9,67612,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.7,Intel,AMD,windows
Asus,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4,Intel HD Graphics 620,2.37,21258,0,0,0,0,1366,768,1,0,0,,1.0,,,2.4,Intel,Intel,windows
HP,Notebook,15.6,AMD E-Series 9000e 1.5GHz,4,AMD Radeon R2,2.1,17582,0,0,0,0,1366,768,1,0,0,,,500.0,,1.5,AMD,AMD,windows
Lenovo,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1060,3.2,79866,1,1,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Dell,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,1.6,45767,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Intel,windows
Acer,2 in 1 Convertible,13.3,Intel Core i5 6200U 2.3GHz,8,Intel HD Graphics 520,1.6,36709,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.3,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16,AMD Radeon R7 M445,2.36,47898,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,AMD,linux
Acer,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.1,20779,0,0,0,0,1366,768,1,0,0,,1.0,,,2.0,Intel,Intel,linux
Asus,Notebook,15.6,AMD A10-Series A10-9620P 2.5GHz,4,AMD Radeon R5 M430,2.2,30636,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.5,AMD,AMD,windows
Asus,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32,Nvidia GeForce GTX 1080,4.7,207259,1,0,0,0,1920,1080,1,1,0,,1.0,,512.0,2.9,Intel,Nvidia,windows
Acer,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.5,45074,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,8,Intel HD Graphics 520,2.2,31381,0,0,0,0,1366,768,0,1,0,,,,128.0,2.0,Intel,Intel,windows
Asus,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 150MX,2.1,61005,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,Nvidia,windows
Asus,Notebook,17.3,Intel Core i7 7500U 2.7GHz,8,Nvidia GeForce GTX 950M,2.69,47365,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,2.7,Intel,Nvidia,freedos/other
Dell,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8,Nvidia GeForce GTX 1050,2.56,46833,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.5,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 7500U 2.7GHz,8,Intel HD Graphics 620,1.38,57489,1,1,1,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.2,52480,1,0,0,0,1920,1080,1,1,0,,2.0,,128.0,1.8,Intel,AMD,windows
HP,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,Intel HD Graphics 620,2.04,29783,0,0,1,0,1366,768,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,16,Nvidia GeForce GTX 1080,3.6,159786,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.9,Intel,Nvidia,windows
HP,Notebook,13.3,Intel Core i5 8250U 1.6GHz,4,Intel UHD Graphics 620,1.49,35964,1,1,0,0,1920,1080,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Apple,Ultrabook,13.3,Intel Core i5 3.1GHz,8,Intel Iris Plus Graphics 650,1.37,108691,0,1,0,1,2560,1600,0,1,0,,,,512.0,3.1,Intel,Intel,macos
Dell,2 in 1 Convertible,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.08,43636,1,1,1,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Intel,windows
Asus,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 980M,4.3,95850,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,2.8,Intel,Nvidia,windows
Asus,Notebook,15.6,AMD A9-Series 9420 3GHz,4,AMD Radeon R5 M420,1.68,24988,0,0,0,0,1366,768,1,0,0,,1.0,,,3.0,AMD,AMD,windows
Lenovo,2 in 1 Convertible,13.9,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.37,98514,1,1,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Acer,Notebook,17.3,Intel Core i3 7130U 2.7GHz,4,Nvidia GeForce MX130,3.0,37402,1,1,0,0,1920,1080,0,1,0,,,,256.0,2.7,Intel,Nvidia,windows
Dell,Ultrabook,13.3,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,1.41,50562,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
HP,Notebook,15.6,AMD A6-Series A6-9220 2.5GHz,8,AMD Radeon R4 Graphics,1.91,23757,0,0,0,0,1366,768,0,1,0,,,,128.0,2.5,AMD,AMD,windows
HP,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16,Nvidia GeForce MX150,2.9,56423,1,1,0,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Nvidia,windows
MSI,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16,Nvidia GeForce GTX 1070,4.14,133146,1,0,0,0,1920,1080,1,1,0,,1.0,,512.0,2.8,Intel,Nvidia,windows
Lenovo,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,8,Nvidia GeForce GTX 1050M,2.0,90522,1,1,1,0,1920,1080,0,1,0,,,,512.0,2.8,Intel,Nvidia,windows
Dell,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.8,60845,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,AMD,windows
Lenovo,Notebook,15.6,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.2,23656,1,0,0,0,1920,1080,0,1,0,,,,256.0,2.0,Intel,Intel,freedos/other
HP,Notebook,15.6,Intel Core i5 8250U 1.6GHz,4,Intel HD Graphics 620,2.1,38468,1,1,0,0,1920,1080,1,0,0,,,500.0,,1.6,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.18,35004,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,windows
Dell,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8,AMD Radeon R5 M430,2.24,30103,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,AMD,windows
Dell,2 in 1 Convertible,15.6,Intel Core i5 8250U 1.6GHz,8,Intel UHD Graphics 620,2.67,42570,1,0,1,0,1920,1080,0,1,0,,,,256.0,1.6,Intel,Intel,windows
Asus,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,1.1,79866,1,0,1,0,1920,1080,0,1,0,,,,512.0,1.8,Intel,Intel,windows
Lenovo,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4,Intel HD Graphics 620,2.2,24881,1,0,0,0,1920,1080,1,0,0,,1.0,,,2.5,Intel,Intel,freedos/other
HP,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce 930MX ,2.5,54239,1,0,0,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Nvidia,windows
Lenovo,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Intel UHD Graphics 620,2.05,46886,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,Intel,windows
Apple,Ultrabook,13.3,Intel Core i5 2.9GHz,8,Intel Iris Graphics 550,1.37,104370,0,1,0,1,2560,1600,0,1,0,,,,512.0,2.9,Intel,Intel,macos
Asus,Gaming,17.3,AMD Ryzen 1700 3GHz,16,AMD Radeon RX 580,3.2,82530,1,0,0,0,1920,1080,1,1,0,,1.0,,256.0,3.0,AMD,AMD,windows
Dell,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 520,2.14,39164,1,0,0,0,1920,1080,0,1,0,,,,256.0,1.8,Intel,AMD,linux
Lenovo,2 in 1 Convertible,14.0,Intel Core i7 6600U 2.6GHz,16,Intel HD Graphics 520,1.36,133146,0,0,1,0,2560,1440,0,1,0,,,,512.0,2.6,Intel,Intel,windows
Toshiba,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8,Nvidia GeForce 930M,2.2,43263,0,0,0,0,1366,768,1,0,0,,,500.0,,2.5,Intel,Nvidia,windows
Dell,Notebook,15.6,Intel Core i7 7500U 2.7GHz,12,Intel HD Graphics 620,2.3,37992,0,0,0,0,1366,768,1,0,0,,1.0,,,2.7,Intel,Intel,windows
Dell,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8,AMD Radeon 530,2.8,58554,1,0,0,0,1920,1080,1,1,0,,1.0,,128.0,1.8,Intel,AMD,linux
Acer,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8,Nvidia GeForce MX130,2.2,39693,1,1,0,0,1920,1080,1,0,0,,1.0,,,1.8,Intel,Nvidia,windows
Lenovo,Notebook,17.3,Intel Core i3 6006U 2GHz,4,Intel HD Graphics 520,2.8,26053,0,0,0,0,1600,900,1,0,0,,1.0,,,2.0,Intel,Intel,windows
